date	SP500	NIKKEI 225 STOCK AVERAGE - PRICE INDEX	FTSE100	DAX	CAC40
19970724	940.30	20286.23	4862.90	4335.74	2973.53
19970725	938.79	20389.54	4851.50	4317.64	3025.94
19970728	936.45	20575.26	4862.60	4371.16	3022.20
19970729	942.29	20402.74	4876.60	4381.69	3023.63
19970730	952.29	20212.82	4927.30	4421.72	3069.30
19970731	954.29	20331.43	4907.50	4438.93	3075.67
19970801	947.14	19804.38	4899.30	4408.79	3049.44
19970804	950.30	19668.07	4895.70	4296.94	2992.41
19970805	952.37	19514.45	4960.60	4302.68	2984.10
19970806	960.32	19702.07	5026.20	4335.39	3037.09
19970807	951.19	19475.85	5086.80	4414.35	3056.34
19970808	933.54	19604.46	5031.30	4354.15	2996.27
19970811	937.00	18824.18	5031.90	4333.13	2983.44
19970812	926.53	19099.11	5075.80	4363.09	2998.57
19970813	922.02	19008.6	5003.60	4278.48	2924.04
19970814	924.77	19222.62	4991.30	4231.43	2921.84
19970815	900.81	19326.03	4865.80	4152.86	2921.84
19970818	912.49	19041.1	4835.00	4078.60	2870.13
19970819	926.01	18961	4914.20	4169.62	2936.16
19970820	939.35	19252.23	4958.40	4223.43	2979.27
19970821	925.05	19157.12	4978.00	4253.67	2957.23
19970822	923.55	18650.17	4901.10	4086.01	2904.23
19970825	920.16	18656.17	4901.10	4071.79	2898.57
19970826	913.02	18814.98	4886.30	3959.33	2869.26
19970827	913.70	18441.94	4906.90	3995.66	2871.70
19970828	903.67	18451.45	4845.40	3973.65	2828.41
19970829	899.47	18229.42	4817.50	3906.03	2770.49
19970901	899.47	17974.3	4870.20	3989.96	2805.84
19970902	927.58	18232.52	4952.20	4047.37	2921.15
19970903	927.86	18735.17	4976.90	4103.65	2917.92
19970904	930.87	18615.06	4991.30	4071.68	2926.99
19970905	929.05	18650.17	4994.20	4100.67	2924.51
19970908	931.20	18633.86	4985.20	4068.01	2940.89
19970909	933.62	18695.97	4950.50	4094.39	2919.72
19970910	919.03	18704.77	4905.20	4050.14	2874.57
19970911	912.59	18282.23	4854.80	3972.55	2843.60
19970912	923.91	17965.8	4848.20	3854.81	2834.07
19970915	919.77	17965.8	4902.90	3820.13	2898.62
19970916	945.64	17974.5	4976.40	3898.95	2940.55
19970917	943.00	17683.27	5013.10	4010.48	2944.00
19970918	947.29	17930.09	5046.20	4000.48	2978.37
19970919	950.51	18058.21	5023.80	4032.97	2977.18
19970922	955.43	18201.32	5075.70	4088.92	3017.45
19970923	951.93	18201.32	5027.50	4098.20	2997.23
19970924	944.48	18420.08	5077.20	4102.39	3023.77
19970925	937.91	18341.96	5065.50	4148.58	3005.38
19970926	945.22	17994.71	5226.30	4080.78	2985.63
19970929	953.34	17987.21	5220.30	4104.27	2988.96
19970930	947.28	17887.71	5244.20	4167.85	3008.26
19971001	955.41	17842.16	5317.10	4196.98	3054.93
19971002	960.46	17455.04	5296.10	4273.71	3052.07
19971003	965.03	17647.45	5330.80	4273.71	3094.01
19971006	972.69	17824.78	5300.00	4302.13	3077.98
19971007	983.12	17511.19	5305.60	4307.39	3064.42
19971008	973.84	17619.18	5262.10	4347.24	3024.08
19971009	970.62	17376.92	5217.80	4243.01	2960.65
19971010	966.98	17376.92	5227.30	4188.52	2955.11
19971013	968.10	17204.7	5300.10	4231.40	3000.98
19971014	970.28	17306.39	5298.90	4202.37	3005.54
19971015	965.72	17331.37	5263.70	4193.69	2992.16
19971016	955.23	17707.49	5287.90	4118.22	2992.87
19971017	944.16	17478.42	5271.10	4061.50	2958.02
19971020	955.61	17294.51	5211.00	4040.75	2946.71
19971021	972.28	17210.09	5225.90	4139.50	2989.89
19971022	968.49	17687.61	5148.80	4171.45	2958.06
19971023	950.69	17151.55	4991.50	3977.26	2856.87
19971024	941.64	17363.74	4970.20	4050.87	2849.03
19971027	876.99	17038.36	4840.70	3879.12	2769.64
19971028	921.85	16312.69	4755.40	3567.22	2651.33
19971029	919.16	16857.04	4871.80	3791.81	2818.00
19971030	903.68	16364.94	4801.90	3727.40	2739.47
19971031	914.62	16458.94	4842.30	3726.69	2739.30
19971103	938.99	16458.94	4906.40	3854.07	2787.96
19971104	940.76	16500.1	4897.40	3812.45	2774.90
19971105	942.76	16448.05	4908.30	3866.68	2822.42
19971106	938.03	16533.87	4863.80	3823.91	2781.82
19971107	927.51	15836.36	4764.30	3699.89	2699.71
19971110	921.13	15697.2	4806.80	3752.53	2699.71
19971111	923.78	15867.23	4793.70	3731.08	2699.71
19971112	905.96	15434.17	4720.40	3659.27	2696.60
19971113	916.66	15427.27	4711.00	3704.29	2700.66
19971114	928.35	15082.52	4741.80	3730.94	2696.04
19971117	946.20	16283.32	4867.00	3794.61	2772.99
19971118	938.23	16726.57	4845.40	3833.47	2782.61
19971119	944.59	15842.46	4830.10	3834.82	2790.56
19971120	958.98	16308.49	4908.40	3915.94	2821.19
19971121	963.09	16721.58	4985.80	3959.69	2861.70
19971124	946.67	16721.58	4898.60	3830.63	2802.48
19971125	950.82	15867.53	4863.50	3849.23	2786.26
19971126	951.64	16045.55	4891.20	3916.53	2811.65
19971127	951.64	16603.2	4889.00	3953.84	2829.01
19971128	955.40	16636.26	4831.80	3949.14	2859.19
19971201	974.78	17007.59	4921.80	4068.05	2918.48
19971202	971.68	16910.29	4977.60	4072.96	2913.09
19971203	976.77	16585.51	4970.70	4082.89	2902.35
19971204	973.10	16306.79	5082.30	4139.80	2914.45
19971205	983.79	16424.48	5142.90	4170.08	2910.09
19971208	982.37	16131.57	5187.40	4223.36	2932.47
19971209	975.78	16686.51	5177.10	4184.91	2959.40
19971210	969.79	16478.12	5130.70	4117.27	2932.18
19971211	954.94	16050.15	5035.90	4030.16	2828.45
19971212	953.39	15904.3	5045.20	4082.60	2830.26
19971215	963.39	15909.39	5121.80	4060.04	2838.27
19971216	968.04	15985.21	5203.40	4083.97	2912.18
19971217	965.54	16541.06	5190.80	4158.68	2893.25
19971218	955.30	16161.64	5168.30	4166.24	2894.50
19971219	946.78	15314.89	5020.20	4084.75	2822.90
19971222	953.70	14799.4	5018.20	4043.02	2869.73
19971223	939.13	14799.4	5049.80	4121.79	2858.13
19971224	932.70	14924.98	5013.90	4121.79	2874.08
19971225	932.70	15300.1	5013.90	4121.79	2874.08
19971226	936.46	14802.6	5013.90	4121.79	2871.27
19971229	953.35	14775.22	5112.40	4197.37	2939.46
19971230	970.84	15258.74	5132.30	4249.69	2975.47
19971231	970.43	15258.74	5135.50	4249.69	2998.91
19980101	970.43	15258.74	5135.50	4249.69	2998.91
19980102	975.04	15258.74	5193.50	4315.37	3040.14
19980105	977.07	14956.84	5262.50	4384.81	3072.84
19980106	966.58	14896.4	5264.40	4352.63	3037.73
19980107	964.00	15028.17	5224.10	4391.54	3006.73
19980108	956.05	15019.18	5237.10	4347.23	2954.94
19980109	927.69	14995.1	5138.30	4236.94	2919.81
19980112	939.21	14664.44	5068.80	4087.28	2862.54
19980113	952.12	14755.94	5083.90	4159.40	2902.93
19980114	957.94	15121.98	5106.90	4190.08	2919.80
19980115	950.73	15121.98	5165.80	4148.34	2932.75
19980116	961.51	16046.45	5263.10	4184.46	2976.09
19980119	961.51	16262.04	5273.60	4284.94	2986.95
19980120	978.60	16366.53	5278.20	4307.91	3008.34
19980121	970.81	16684.42	5272.30	4282.84	2998.11
19980122	963.04	16405.69	5253.10	4220.25	2988.59
19980123	957.59	16789.11	5181.40	4237.31	2966.15
19980126	956.95	17073.33	5237.20	4224.78	3000.47
19980127	969.02	16981.62	5326.30	4278.76	3052.02
19980128	977.46	16973.83	5372.60	4391.02	3088.26
19980129	985.49	17014.59	5422.40	4419.38	3133.82
19980130	980.28	16628.47	5458.50	4440.38	3172.14
19980202	1001.27	16776.82	5599.00	4522.81	3187.50
19980203	1006.00	17022.98	5612.80	4532.52	3188.43
19980204	1006.90	16882.62	5595.80	4486.95	3166.26
19980205	1003.54	17003.3	5606.40	4548.46	3189.60
19980206	1012.46	17040.06	5629.70	4496.33	3216.66
19980209	1010.74	17205	5600.90	4563.55	3220.94
19980210	1019.01	17205.09	5613.30	4523.75	3235.76
19980211	1020.01	17205.09	5607.90	4588.43	3240.00
19980212	1024.14	17174.93	5552.50	4536.83	3178.70
19980213	1020.09	16791.01	5582.30	4502.48	3187.73
19980216	1020.09	16775.52	5619.90	4520.64	3225.12
19980217	1022.76	16790.71	5709.50	4602.40	3280.45
19980218	1032.08	16613.89	5723.40	4628.83	3281.71
19980219	1028.28	16616.48	5718.50	4582.40	3250.63
19980220	1034.21	16756.24	5751.60	4602.65	3262.50
19980223	1038.14	16609.49	5702.80	4657.54	3273.48
19980224	1030.56	16198	5651.00	4599.54	3262.63
19980225	1042.90	16360.64	5745.10	4635.82	3348.20
19980226	1048.67	16501.7	5764.80	4692.03	3397.03
19980227	1049.34	16831.67	5767.30	4709.83	3421.92
19980302	1047.70	17264.34	5820.60	4736.74	3446.70
19980303	1052.02	17168.33	5807.70	4757.14	3414.87
19980304	1047.33	17095.6	5733.10	4709.58	3381.32
19980305	1035.05	16848.55	5695.60	4623.40	3395.80
19980306	1055.69	17131.97	5782.90	4715.95	3483.22
19980309	1052.31	16972.53	5818.90	4780.83	3525.85
19980310	1064.25	16982.82	5828.50	4834.43	3521.51
19980311	1068.47	16756.14	5829.80	4832.76	3539.43
19980312	1069.92	16575.22	5794.80	4839.60	3526.57
19980313	1068.61	17060.14	5782.30	4889.65	3540.23
19980316	1079.27	16861.14	5785.10	4883.85	3598.26
19980317	1080.45	16997.2	5834.90	4946.68	3661.63
19980318	1085.52	16619.68	5903.60	4919.72	3652.52
19980319	1089.74	16679.02	5997.90	4936.32	3688.68
19980320	1099.16	16830.47	5956.30	5001.55	3688.91
19980323	1095.55	16868.83	5947.00	4971.32	3680.13
19980324	1105.65	16606.39	5983.70	5028.24	3738.54
19980325	1101.93	16658.34	5967.80	5096.62	3818.71
19980326	1100.80	16980.62	5905.60	5039.76	3783.78
19980327	1095.44	16739.26	5939.30	5083.16	3810.23
19980330	1093.55	16263.04	5911.90	5009.76	3800.23
19980331	1101.75	16527.17	5932.20	5102.35	3875.81
19980401	1108.15	16241.66	6017.60	5154.21	3883.31
19980402	1120.01	15702.9	6052.80	5176.66	3935.88
19980403	1122.70	15517.78	6064.20	5223.52	3932.02
19980406	1121.38	15705.99	6105.80	5271.65	3986.75
19980407	1109.55	15978.72	6094.00	5357.05	3903.27
19980408	1101.65	16376.62	6055.20	5269.46	3873.87
19980409	1110.67	16536.66	6105.50	5317.22	3894.48
19980410	1110.67	16481.12	6105.50	5317.22	3894.48
19980413	1109.69	16317.58	6105.50	5317.22	3894.48
19980414	1115.75	16277.32	6104.10	5374.78	3867.66
19980415	1119.32	16299.3	6074.10	5388.47	3884.61
19980416	1108.17	15883.77	6002.00	5324.14	3845.94
19980417	1122.72	15703.8	5922.20	5268.75	3861.58
19980420	1123.65	15697.1	5954.10	5442.00	3885.69
19980421	1126.67	15825.67	5955.00	5388.94	3860.40
19980422	1130.54	15761.54	5931.10	5360.65	3835.07
19980423	1119.58	15761.69	5898.10	5251.46	3822.13
19980424	1107.90	16011.24	5863.90	5144.28	3783.34
19980427	1086.54	15649.95	5722.40	5088.13	3685.83
19980428	1085.11	15395.43	5806.60	5018.67	3777.23
19980429	1094.63	15395.43	5833.10	5108.48	3733.93
19980430	1111.75	15641.26	5928.30	5107.44	3880.92
19980501	1121.00	15601.1	6010.30	5107.44	3880.92
19980504	1122.07	15601.1	6010.30	5314.66	3974.25
19980505	1115.50	15601.1	5986.50	5232.03	3944.91
19980506	1104.92	15243.84	5992.40	5229.80	3947.45
19980507	1095.14	15143.03	5938.00	5186.23	3906.36
19980508	1108.14	15149	5969.80	5257.58	3906.36
19980511	1106.64	15381.9	6028.30	5341.69	4017.24
19980512	1115.79	15322.48	5956.70	5297.35	3987.33
19980513	1118.86	15343.81	5972.90	5376.88	4019.76
19980514	1117.37	15307.69	5948.50	5361.22	4011.98
19980515	1108.73	15242.86	5917.80	5393.14	3990.23
19980518	1105.82	15384.47	5826.20	5342.85	3945.31
19980519	1109.52	15551.65	5877.80	5388.90	3980.84
19980520	1119.06	15652.95	5907.40	5510.98	4047.92
19980521	1114.64	15845.25	5935.60	5510.98	4047.92
19980522	1110.47	15801.65	5955.60	5564.21	4049.78
19980525	1110.47	15783.12	5955.60	5575.16	4108.71
19980526	1094.02	15884.82	5970.70	5644.29	4115.88
19980527	1092.23	15664.29	5870.20	5490.64	4017.37
19980528	1097.60	15796.55	5862.30	5481.26	4014.92
19980529	1090.82	15670.78	5870.70	5569.08	4041.16
19980601	1090.98	15321.03	5837.90	5569.08	4041.16
19980602	1093.22	15554.45	5842.30	5582.78	4086.98
19980603	1082.73	15347	5898.40	5613.76	4149.37
19980604	1094.83	15426.47	5860.80	5592.48	4119.03
19980605	1113.86	15323.43	5947.30	5688.50	4185.05
19980608	1115.72	15294.71	6037.80	5779.09	4204.58
19980609	1118.41	15530.17	6019.80	5760.03	4201.86
19980610	1112.28	15339.26	5987.40	5754.46	4208.60
19980611	1094.58	15014.04	5852.50	5754.46	4141.61
19980612	1098.84	15022.33	5769.80	5670.83	4050.76
19980615	1077.01	14825.17	5715.70	5527.32	4005.33
19980616	1087.59	14720.38	5729.70	5591.57	4013.28
19980617	1107.11	14715.38	5832.70	5709.36	4092.92
19980618	1106.37	15361.54	5812.10	5718.06	4052.27
19980619	1100.65	15267.98	5748.10	5702.61	4027.32
19980622	1103.24	15309.09	5712.40	5654.75	4018.64
19980623	1119.49	15054.6	5772.00	5718.71	4065.04
19980624	1132.88	15123.18	5804.90	5779.91	4126.33
19980625	1129.28	15132.22	5858.90	5866.63	4203.81
19980626	1133.20	15210.04	5877.40	5870.42	4215.70
19980629	1138.49	15365.73	5884.50	5915.13	4248.24
19980630	1133.84	15830.27	5832.50	5897.44	4203.45
19980701	1148.56	16362.89	5919.90	5906.85	4260.68
19980702	1146.42	16471.58	5960.20	5904.10	4252.09
19980703	1146.42	16511.24	5988.40	5953.16	4304.38
19980706	1157.33	16350.45	5990.30	5918.37	4311.10
19980707	1154.66	16416.28	6003.40	5960.98	4333.09
19980708	1166.38	16530.97	6009.60	6013.14	4339.91
19980709	1158.56	16446.95	5969.70	5996.77	4319.18
19980710	1164.33	16090.06	5929.70	5982.42	4256.35
19980713	1165.19	16360.39	5958.20	6019.48	4256.35
19980714	1177.58	16488.91	6100.20	6095.28	4256.35
19980715	1174.81	16614.14	6151.50	6108.24	4344.30
19980716	1183.99	16731.92	6116.80	6094.02	4358.13
19980717	1186.75	16570.78	6174.00	6147.87	4388.48
19980720	1184.10	16570.78	6179.00	6171.43	4368.91
19980721	1165.07	16556.69	6132.70	6165.52	4322.08
19980722	1164.08	16293.06	5989.60	6110.73	4220.12
19980723	1139.75	16188.01	5976.20	6058.45	4235.89
19980724	1140.80	16361.89	5892.30	6035.28	4205.41
19980727	1147.27	15944.36	5836.10	5885.00	4139.53
19980728	1130.24	16114.54	5835.80	5889.01	4122.35
19980729	1125.21	16158.09	5844.10	5853.63	4139.19
19980730	1142.95	16201.6	5910.70	5880.87	4197.64
19980731	1120.67	16378.97	5837.00	5873.92	4177.31
19980803	1112.44	16165.08	5809.70	5758.77	4095.03
19980804	1072.12	16023.58	5736.10	5756.20	4047.88
19980805	1081.43	15992.16	5632.50	5632.51	3976.40
19980806	1089.63	15876.22	5594.10	5517.64	3968.59
19980807	1089.45	15829.17	5680.40	5581.22	4041.88
19980810	1083.14	15626.42	5587.60	5476.25	3939.45
19980811	1068.98	15406.99	5432.80	5268.40	3845.98
19980812	1084.22	15378.97	5462.20	5402.37	3945.70
19980813	1074.91	15382.02	5399.50	5356.23	3951.69
19980814	1062.75	15123.93	5455.00	5447.90	3994.91
19980817	1083.67	14794.66	5467.20	5456.58	3983.81
19980818	1101.20	15063.79	5648.20	5568.88	4123.25
19980819	1098.06	15406.34	5694.30	5596.41	4125.72
19980820	1091.60	15391.41	5667.40	5488.22	4087.49
19980821	1081.24	15298.2	5477.00	5163.51	3943.68
19980824	1088.14	14988.36	5553.70	5234.88	3937.43
19980825	1092.85	15072.93	5654.40	5371.76	4029.32
19980826	1084.19	14866.03	5545.40	5231.61	3913.17
19980827	1042.59	14413.79	5368.50	5060.84	3745.64
19980828	1027.14	13915.63	5249.40	4993.54	3708.97
19980831	957.28	14107.89	5249.40	4833.89	3651.85
19980901	994.26	14369.63	5169.10	4791.81	3646.29
19980902	990.47	14376.62	5235.80	4970.50	3729.67
19980903	982.26	14261.24	5118.70	4812.18	3646.46
19980904	973.89	14042.91	5167.00	4820.25	3690.75
19980907	973.89	14790.06	5347.00	4923.37	3695.35
19980908	1023.46	14913.49	5344.20	5103.84	3803.74
19980909	1006.20	14755.54	5311.30	5040.87	3762.13
19980910	980.19	14666.03	5136.60	4747.33	3589.35
19980911	1009.06	13916.98	5118.60	4737.15	3578.34
19980914	1029.72	14227.37	5268.60	4896.49	3714.81
19980915	1037.68	14227.37	5281.70	4831.22	3698.00
19980916	1045.48	14197.7	5291.70	4857.97	3729.32
19980917	1018.87	13859.14	5132.90	4669.51	3525.26
19980918	1020.09	13983.12	5055.60	4598.58	3465.22
19980921	1023.89	13597.3	4990.30	4433.87	3342.65
19980922	1029.63	13789.81	5103.30	4575.15	3347.98
19980923	1066.09	13789.81	5214.70	4699.39	3423.78
19980924	1042.72	14205.78	5167.60	4646.25	3381.13
19980925	1044.75	13723.84	5061.00	4561.58	3310.59
19980928	1048.69	13909.37	5093.50	4653.94	3337.64
19980929	1049.02	13821.43	5108.70	4578.27	3337.05
19980930	1017.01	13406.39	5064.40	4474.51	3197.95
19981001	986.39	13197.12	4908.20	4226.49	3038.01
19981002	1002.60	13223.69	4750.40	3962.50	3039.14
19981005	988.56	12948.12	4648.70	4034.23	2979.89
19981006	984.59	13021.64	4854.00	4156.64	3136.48
19981007	970.68	13825.61	4828.90	4087.83	3097.69
19981008	959.44	13026.06	4698.80	3896.08	2959.97
19981009	984.39	12879.97	4823.40	3983.65	3092.90
19981012	997.71	13555.01	5037.60	4225.49	3263.32
19981013	994.80	13242.79	4990.10	4274.48	3278.85
19981014	1005.53	13070.73	5038.40	4318.52	3361.04
19981015	1047.49	12995.37	5056.30	4399.05	3362.26
19981016	1056.42	13280.54	5133.10	4489.10	3390.10
19981019	1062.39	13567.2	5077.50	4458.40	3395.35
19981020	1063.93	13808.05	5251.90	4595.82	3492.52
19981021	1069.92	14216.33	5206.60	4523.24	3440.78
19981022	1078.48	14295.56	5229.90	4454.28	3420.92
19981023	1070.67	14144.7	5217.10	4451.09	3393.76
19981026	1072.32	13843.46	5231.50	4577.74	3449.48
19981027	1065.34	13820.68	5331.20	4682.45	3550.75
19981028	1068.09	13516.07	5293.90	4536.34	3493.60
19981029	1085.93	13668.72	5358.50	4549.33	3483.43
19981030	1098.67	13564.51	5438.40	4671.12	3522.93
19981102	1111.60	13952.75	5525.50	4761.15	3569.60
19981103	1110.84	13952.75	5503.90	4705.08	3583.64
19981104	1118.67	14527.81	5622.90	4841.72	3684.16
19981105	1133.85	14341.37	5479.80	4811.60	3596.18
19981106	1141.01	14121.97	5491.00	4836.22	3588.63
19981109	1130.20	14194.54	5433.90	4768.58	3585.32
19981110	1128.26	14108.09	5432.30	4662.78	3544.74
19981111	1120.97	14428.02	5476.80	4717.70	3544.74
19981112	1117.69	14075.06	5448.90	4639.89	3560.23
19981113	1125.72	14268.21	5463.20	4639.65	3562.23
19981116	1135.87	14428.27	5510.50	4783.77	3621.85
19981117	1139.32	14413	5502.70	4702.63	3601.57
19981118	1144.48	14599.23	5474.00	4698.72	3612.50
19981119	1152.61	14354.46	5606.20	4795.69	3706.76
19981120	1163.55	14779.94	5717.50	4911.88	3802.70
19981123	1188.21	14779.94	5848.40	5019.12	3845.81
19981124	1182.99	15164.64	5798.30	4958.82	3839.38
19981125	1186.87	15073.47	5755.30	4944.37	3849.84
19981126	1186.87	15207.77	5827.90	5051.63	3915.53
19981127	1192.33	15069.39	5844.20	5121.48	3950.94
19981130	1163.63	14883.7	5743.90	5022.70	3843.38
19981201	1175.28	14835.41	5537.40	4781.73	3688.34
19981202	1171.25	14986.62	5507.20	4691.69	3649.91
19981203	1150.14	14697.08	5566.10	4787.08	3715.67
19981204	1176.74	14639.97	5581.90	4775.23	3738.59
19981207	1187.70	14723.49	5576.70	4713.96	3771.22
19981208	1181.38	14808.2	5615.70	4699.34	3765.41
19981209	1183.49	14931.9	5669.10	4663.68	3772.61
19981210	1165.02	14807.8	5660.30	4642.69	3746.97
19981211	1166.46	14405.64	5541.70	4536.20	3695.70
19981214	1141.20	14111.62	5534.50	4522.86	3663.21
19981215	1162.83	14011.19	5557.10	4574.50	3673.76
19981216	1161.94	14096.3	5630.40	4663.45	3707.47
19981217	1179.98	14126.99	5685.20	4723.81	3751.17
19981218	1188.03	14194.29	5741.90	4629.23	3691.89
19981221	1202.84	14152.95	5876.50	4780.93	3803.41
19981222	1203.57	13779.45	5843.30	4825.38	3820.47
19981223	1228.54	13779.45	5908.80	4951.77	3872.42
19981224	1226.27	13706.73	5867.20	4951.77	3872.42
19981225	1226.27	13797.95	5867.20	4951.77	3872.42
19981228	1225.49	13709.06	5867.20	5044.77	3873.10
19981229	1241.81	13846.9	5941.50	5031.87	3891.10
19981230	1231.93	13842.17	5882.60	5002.39	3942.66
19981231	1229.23	13842.17	5882.60	5002.39	3942.66
19990101	1229.23	13842.17	5882.60	5002.39	3942.66
19990104	1228.10	13415.89	5879.40	5252.36	4147.50
19990105	1244.78	13232.74	5958.20	5253.91	4200.78
19990106	1272.34	13468.46	6148.80	5443.62	4294.82
19990107	1269.73	13536.56	6101.20	5323.21	4230.67
19990108	1275.09	13391.81	6147.20	5392.84	4245.42
19990111	1263.88	13368.48	6085.00	5270.60	4201.90
19990112	1239.51	13360.97	6033.60	5200.10	4100.70
19990113	1234.40	13403.6	5850.10	4931.80	3958.72
19990114	1212.19	13738.86	5820.20	4912.75	3997.06
19990115	1243.26	13738.86	5941.00	4960.22	4054.81
19990118	1243.26	13805.06	6123.90	5050.40	4151.68
19990119	1252.00	13770.44	6027.60	5073.15	4115.99
19990120	1256.62	14028.05	6105.60	5143.06	4190.01
19990121	1235.16	14245.42	6022.20	5156.67	4154.03
19990122	1225.19	14154.4	5861.20	5019.28	4019.33
19990125	1233.98	14208.81	5880.90	4982.45	4050.80
19990126	1252.31	14382.01	5885.70	4986.80	4071.28
19990127	1243.17	14450.06	5876.40	5061.18	4098.10
19990128	1265.37	14342.32	5872.50	5096.41	4199.67
19990129	1279.64	14499.25	5896.00	5159.96	4251.80
19990201	1273.03	14465.18	6012.40	5190.82	4303.92
19990202	1261.99	14349.83	6013.00	5166.87	4243.57
19990203	1272.07	14161.31	5940.30	5085.66	4188.84
19990204	1248.49	14086.85	5939.90	5077.85	4167.42
19990205	1239.40	13898.08	5855.30	5080.77	4147.30
19990208	1243.77	13992.49	5834.90	5027.22	4154.02
19990209	1216.14	13902.66	5779.90	4904.35	4038.49
19990210	1223.55	13952.4	5770.20	4796.82	4001.93
19990211	1254.04	13952.4	5888.50	4839.33	4072.34
19990212	1230.13	13973.69	5950.70	4888.74	4060.36
19990215	1230.13	14054.72	6023.20	4879.55	4065.19
19990216	1241.87	14232.64	6108.60	4904.68	4052.32
19990217	1224.03	14158.67	6078.40	4810.09	3985.49
19990218	1237.28	14146.79	6074.90	4845.08	4039.41
19990219	1239.22	14098.04	6031.20	4802.38	4130.48
19990222	1272.14	14256.67	6069.90	4845.18	4165.86
19990223	1271.18	14500.65	6155.20	4987.56	4207.95
19990224	1253.41	14355.45	6307.60	5062.31	4213.70
19990225	1245.02	14470.45	6206.50	4958.58	4152.56
19990226	1238.33	14367.54	6175.10	4911.81	4092.94
19990301	1236.16	14221.75	6060.90	4784.31	4032.05
19990302	1225.50	13921.06	6061.30	4804.02	4048.63
19990303	1227.70	14170.36	6048.30	4697.67	4004.16
19990304	1246.64	14183.45	6101.40	4678.72	4087.99
19990305	1275.47	14894	6205.50	4839.09	4189.56
19990308	1282.73	14779.05	6208.90	4788.69	4175.97
19990309	1279.84	15096.7	6237.70	4758.46	4159.80
19990310	1286.84	15480	6241.50	4721.41	4162.31
19990311	1297.68	15502.14	6335.70	4754.41	4184.38
19990312	1294.59	15488.86	6282.20	5008.16	4175.03
19990315	1307.26	15779.6	6206.80	5029.24	4185.12
19990316	1306.38	16072.82	6201.90	5094.63	4186.35
19990317	1297.82	16268.11	6140.60	5077.43	4170.01
19990318	1316.55	15717.92	6114.30	5013.62	4152.37
19990319	1299.29	16378.78	6163.20	5099.48	4219.65
19990322	1297.01	16378.78	6152.80	5027.06	4197.06
19990323	1262.14	16019.1	6060.50	4915.03	4079.47
19990324	1268.59	15515.47	6016.70	4780.13	4058.16
19990325	1289.99	15986.04	6085.00	4860.26	4137.01
19990326	1282.80	16016.99	6139.20	4775.17	4115.71
19990329	1310.17	16008.84	6252.90	4876.92	4153.65
19990330	1300.75	15859.12	6264.10	4856.84	4141.98
19990331	1286.37	15836.59	6295.30	4884.20	4197.88
19990401	1293.72	16327.56	6330.02	4914.59	4229.85
19990402	1293.72	16290.19	6330.02	4914.59	4229.85
19990405	1321.12	16334.78	6330.02	4914.59	4229.85
19990406	1317.89	16479.71	6415.28	4965.29	4304.48
19990407	1326.89	16554.5	6473.22	5052.27	4318.04
19990408	1343.98	16846.69	6437.87	5068.75	4330.70
19990409	1348.35	16855.63	6472.83	5124.18	4363.14
19990412	1358.64	16507.4	6441.16	5159.16	4355.00
19990413	1349.82	16715.16	6513.08	5199.18	4367.41
19990414	1328.44	16764.68	6493.56	5182.16	4349.26
19990415	1322.86	16727.08	6466.13	5181.01	4310.64
19990416	1319.00	16851.6	6420.61	5155.35	4300.91
19990419	1289.48	16674.21	6515.34	5220.15	4379.34
19990420	1306.17	16697.11	6319.76	5087.29	4253.27
19990421	1336.12	16495.02	6310.95	5163.29	4291.60
19990422	1358.82	16665.88	6413.55	5218.82	4291.85
19990423	1356.85	16923.25	6427.99	5195.42	4262.43
19990426	1360.04	16918.51	6503.59	5256.22	4284.40
19990427	1362.80	16957.27	6593.62	5347.50	4390.92
19990428	1350.91	16942.24	6598.77	5348.61	4374.70
19990429	1342.83	16942.24	6497.60	5334.42	4371.53
19990430	1335.18	16701.53	6552.18	5393.11	4405.35
19990503	1354.63	16701.53	6552.18	5377.56	4442.84
19990504	1332.00	16701.53	6533.14	5383.21	4438.55
19990505	1347.31	16701.53	6401.67	5307.22	4368.17
19990506	1332.05	17300.61	6406.59	5274.45	4333.24
19990507	1345.00	16946.52	6356.03	5297.38	4289.56
19990510	1340.30	16977.01	6348.82	5205.95	4347.15
19990511	1355.61	16743.18	6378.26	5249.15	4349.98
19990512	1364.00	16947.36	6343.12	5248.02	4354.79
19990513	1367.56	16851.25	6456.62	5248.02	4415.88
19990514	1337.80	16810.39	6300.42	5173.25	4323.83
19990517	1339.49	16421.02	6165.79	5114.47	4248.94
19990518	1333.32	16378.62	6206.43	5154.94	4312.74
19990519	1344.23	16128.18	6266.73	5181.51	4375.91
19990520	1338.83	16199.99	6368.18	5235.64	4421.91
19990521	1330.29	16292.98	6353.10	5264.68	4398.13
19990524	1306.65	16390.49	6322.10	5264.68	4398.13
19990525	1284.40	16214.23	6249.32	5143.10	4373.78
19990526	1304.76	16230.52	6236.77	5160.44	4376.68
19990527	1281.41	16177.19	6199.47	5083.83	4326.44
19990528	1301.84	15972.68	6226.22	5068.73	4315.04
19990531	1301.84	16111.65	6226.22	5069.83	4351.29
19990601	1294.26	16408.5	6250.03	5021.24	4313.69
19990602	1294.81	16417.99	6302.23	4997.83	4315.34
19990603	1299.54	16227.5	6348.58	4997.83	4354.52
